addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
전라남도 나주시 등대길 80,,38,0,A01,A0101,A01011600,129422,12,20070201090000,http://tong.visitkorea.or.kr/cms/resource/29/1883229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1883229_image3_1.jpg,Type3,126.7089297388,34.9996185417,6,20230927143912,6,,영산포 등대,58266
전라남도 나주시 영산동,,38,0,A02,A0203,A02030600,1185331,12,20110126201404,http://tong.visitkorea.or.kr/cms/resource/17/3018217_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3018217_image3_1.jpg,Type1,126.7103907128,34.9999657492,6,20231005163724,6,,영산포 홍어거리,58266
경상남도 창녕군 영산면 유생길 19,(영산면),36,0,A02,A0201,A02010700,1622899,12,20120505023522,,,,128.5350708949,35.4613261428,6,20231218142009,15,,영산향교,50339
경상남도 창녕군 영산면 원다리길 42,,36,0,A02,A0202,A02020700,128582,12,20050915090000,http://tong.visitkorea.or.kr/cms/resource/24/2488724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2488724_image2_1.jpg,Type3,128.5296465892,35.4532797281,6,20230405104308,15,,영산호국공원,50348
충청북도 진천군 초평면 영구리길 60-125,,33,0,A02,A0201,A02010800,125920,12,20031223090000,,,,127.5513619838,36.8350519097,6,20231207170922,8,,영수사(진천),27857
충청남도 서천군 종천면 충서로143번길 64,(종천면),34,0,A02,A0201,A02010800,337522,12,20071218232928,http://tong.visitkorea.or.kr/cms/resource/31/1962031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1962031_image3_1.jpg,Type3,126.6643422038,36.0910438414,6,20231207150953,8,,영수암(서천),33611
인천광역시 계양구 작전동,산2,2,,A02,A0202,A02020700,3061204,12,20231128171514,http://tong.visitkorea.or.kr/cms/resource/09/3001209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3001209_image3_1.jpg,Type3,126.7205371226,37.5342172918,6,20231206181923,2,,영신공원,21080
전라남도 영암군 덕진면 백룡로 418,,38,0,A02,A0203,A02030100,128428,12,20050422090000,http://tong.visitkorea.or.kr/cms/resource/67/2516467_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2516467_image2_1.jpg,Type3,126.7316097085,34.8288520477,6,20230610061757,17,,영암 영보마을,58410
전라남도 영암군 군서면 구림로 43-14,,38,0,A02,A0201,A02010600,894204,12,20091211193416,http://tong.visitkorea.or.kr/cms/resource/45/3028245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3028245_image3_1.jpg,Type3,126.6255623080,34.7638964859,6,20231030161643,17,,영암 왕인박사마을,58434
전라남도 영암군 서호면 선사주거로 308,,38,0,A02,A0201,A02010700,250280,12,20071018090000,http://tong.visitkorea.or.kr/cms/resource/65/2516765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2516765_image2_1.jpg,Type3,126.5837246379,34.7512027782,6,20230517093547,17,,영암 장천리 선사주거지,58437
전라남도 영암군 학산면 은곡길 18,,38,,A02,A0201,A02010400,3056873,12,20231123174440,http://tong.visitkorea.or.kr/cms/resource/64/3056864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3056864_image3_1.jpg,Type3,126.5337759866,34.7627312131,6,20231204121203,17,,영암 집영재,58438
전라남도 영암군 학산면 학계리,,38,0,A02,A0201,A02010700,129658,12,20070810090000,http://tong.visitkorea.or.kr/cms/resource/04/219404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/219404_image3_1.jpg,Type3,126.6181672655,34.7008423425,6,20231117155051,17,,영암 학계리석불입상,58443
전라남도 해남군 산이면 구성리,,38,,A01,A0101,A01010500,3014405,12,20230921112520,http://tong.visitkorea.or.kr/cms/resource/91/3014391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3014391_image3_1.jpg,Type3,126.3850540497,34.7190725762,6,20230922113759,23,,영암금호방조제,59014
전라남도 영암군 시종면 내동리,산579-1,38,0,A02,A0201,A02010700,319575,12,20071207225533,http://tong.visitkorea.or.kr/cms/resource/53/1006353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1006353_image3_1.jpg,Type3,126.6064225340,34.8696981486,6,20231030171440,17,,영암내동리쌍무덤,58427
인천광역시 옹진군 영흥면 영흥서로446번길 46,,2,0,A02,A0203,A02030100,2782227,12,20211126235617,http://tong.visitkorea.or.kr/cms/resource/29/2786729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2786729_image2_1.jpg,Type3,126.4574097370,37.2825085725,6,20230208111217,9,,영암어촌계 체험장,23117
전라남도 영암군 덕진면 영보정길 10-14,,38,0,A02,A0201,A02010400,252606,12,20071105090000,http://tong.visitkorea.or.kr/cms/resource/96/2516396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2516396_image2_1.jpg,Type3,126.7330928898,34.8297186413,6,20230524140447,17,,영암최성호가옥,58410
전라남도 영암군 영암읍 교동로 73,,38,0,A02,A0201,A02010700,1214029,12,20110223024234,http://tong.visitkorea.or.kr/cms/resource/32/1007932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1007932_image3_1.jpg,Type3,126.6930305573,34.7968855591,6,20230328095850,17,,영암향교,58414
전라남도 영암군 삼호읍 용앙리,,38,0,A01,A0101,A01011700,126741,12,20021121090000,http://tong.visitkorea.or.kr/cms/resource/06/2373406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2373406_image2_1.jpg,Type3,126.4738683183,34.7239234840,6,20231030150210,17,061-470-6071,영암호(철새도래지),58465
경상북도 영양군 일월면 용화리,337,35,,A01,A0101,A01010500,3038693,12,20231114110605,http://tong.visitkorea.or.kr/cms/resource/76/3038676_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/3038676_image3_1.JPG,Type3,129.1354405934,36.8109981306,6,20231114110711,13,,영양 구 용화광산 선광장,36509
경상북도 영양군 수비면 반딧불이로 227,,35,0,A02,A0202,A02020700,2704122,12,20210118233931,,,,129.2694528784,36.8384448049,6,20230321091632,13,,영양 국제밤하늘보호공원,36518
경상북도 영양군 석보면 두들마을길 98,,35,0,A02,A0201,A02010600,547873,12,20080418185748,http://tong.visitkorea.or.kr/cms/resource/66/1979166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1979166_image3_1.jpg,Type3,129.1284986995,36.5579129860,6,20230306150946,13,,영양 두들마을,36560
경상북도 영양군 수비면 가천로 614,(수비면),35,0,A02,A0203,A02030100,129373,12,20061113090000,,,,129.1922082768,36.7008895743,6,20230912163842,13,,영양 두메송하마을,36526
경상북도 영양군 수비면,죽파리 산39-1,35,0,A01,A0101,A01010400,2704700,12,20210128004037,,,,129.2532462991,36.7349202015,6,20230926101457,13,,영양 자작나무숲,36524
경상북도 영양군 일월면 주실길 55,,35,0,A02,A0201,A02010600,894008,12,20091211185434,http://tong.visitkorea.or.kr/cms/resource/86/2533886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2533886_image2_1.jpg,Type3,129.1025768058,36.7187302601,6,20230906093420,13,,영양 주실마을,36514
경상북도 영양군 일월면 향교길 28-6,,35,0,A02,A0201,A02010700,1955058,12,20141010221918,,,,129.1303858682,36.7046212930,6,20230912163253,13,,영양향교,36515
경기도 가평군 가평읍 신용길 4,(가평읍) 부근,31,0,A02,A0205,A02050200,1201288,12,20110210234206,,,,127.5156451556,37.8259116397,6,20231024160243,1,,영연방참전기념비,12419
대구광역시 수성구 팔현길 248,(만촌동),4,0,A02,A0205,A02050200,1115466,12,20101022192155,,,,128.6580570212,35.8749566914,6,20231207161932,7,,영영축성비,42064
경상남도 함양군 마천면 마천삼정로 544-659,,36,0,A02,A0201,A02010800,337525,12,20071218234021,,,,127.6241313346,35.3654651262,6,20230310102828,20,,영원사,50057
강원특별자치도 원주시 판부면 영원산성길 685,,32,0,A02,A0201,A02010800,127452,12,20031023090000,http://tong.visitkorea.or.kr/cms/resource/90/219690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/219690_image3_1.jpg,Type3,128.0309386990,37.3055453953,6,20231106111920,9,,영원사(원주),26504
경기도 이천시 백사면 원적로869번길 309-52,,31,0,A02,A0201,A02010800,337524,12,20071218233643,,,,127.4633219018,37.3544098390,6,20230619154415,26,,영원사(이천),17309
강원특별자치도 영월군 무릉도원면 도원운학로 13-39,,32,0,A02,A0201,A02010700,2717302,12,20210515011718,,,,128.2618959214,37.2973367787,6,20230703144648,8,,영월 무릉리 마애여래좌상,26201
강원특별자치도 영월군 주천면 평창강로 262-7,,32,0,A02,A0201,A02010600,128159,12,20040603090000,http://tong.visitkorea.or.kr/cms/resource/94/2634794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2634794_image3_1.jpg,Type3,128.3477936655,37.3002602828,6,20231115102908,8,,영월 섶다리 마을,26202
강원특별자치도 영월군 주천면 주천로 103,,32,0,A02,A0203,A02030100,129390,12,20061116090000,,,,128.2689960205,37.2722898002,6,20230703081311,8,,영월 술빛고을,26203
강원특별자치도 영월군 영월읍 단종로 190,(영월읍),32,0,A02,A0201,A02010700,125794,12,20040108090000,,,,128.4519679070,37.1973824361,6,20231115102740,8,,영월 장릉(단종) [유네스코 세계문화유산],26225
강원특별자치도 영월군 영월읍 정양리,,32,0,A02,A0201,A02010200,125784,12,20020402090000,http://tong.visitkorea.or.kr/cms/resource/41/3039541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3039541_image3_1.jpg,Type3,128.5041672269,37.1560104065,6,20231115113927,8,,영월 정양산성(왕검성),26235
강원특별자치도 영월군 남면 광천리,,32,0,A01,A0102,A01020100,250293,12,20071019090000,,,,128.4444331369,37.1748709954,6,20231115172808,8,,영월 청령포 관음송,26226
강원특별자치도 영월군 영월읍 은행나무길 65,,32,0,A01,A0102,A01020100,798077,12,20090905012121,http://tong.visitkorea.or.kr/cms/resource/96/765496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/765496_image3_1.jpg,Type3,128.4640618236,37.1785237238,6,20231115153414,8,,영월 하송리 은행나무,26237
강원특별자치도 영월군 청령포로 126-3,,32,,A02,A0202,A02020200,2812256,12,20220323165647,,,,128.4463217149,37.1796565918,6,20230703201828,8,,영월관광센터,26226
경기도 여주시 주내로 13,(상동),31,0,A02,A0202,A02020700,2766152,12,20211102181305,http://tong.visitkorea.or.kr/cms/resource/31/2766931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2766931_image2_1.jpg,Type3,127.6476097273,37.2944118150,6,20230404101656,20,,영월근린공원,12634
강원특별자치도 영월군 동강로 716 동강생태공원,,32,0,A01,A0101,A01010500,2669251,12,20200827020638,,,,128.5047900451,37.2278104893,6,20230804163453,8,033-370-2429,영월동강생태공원,26223
강원특별자치도 영월군 김삿갓면 영월동로 1131-32,,32,,A02,A0204,A02040600,3042177,12,20231116181654,http://tong.visitkorea.or.kr/cms/resource/57/3042157_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3042157_image3_1.jpg,Type3,128.5366956453,37.1297112692,6,20231116181711,8,,영월드초콜릿체험관,26245
경기도 여주시 주내로 13,(상동),31,0,A02,A0201,A02010700,125574,12,20060119090000,http://tong.visitkorea.or.kr/cms/resource/95/1591395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1591395_image3_1.jpg,Type3,127.6476763868,37.2944701425,6,20231209100946,20,,영월루,12634
강원특별자치도 영월군 동강로 812,,32,,A02,A0203,A02030400,2816894,12,20220420161155,,,,128.5087034245,37.2331321730,6,20230703080641,8,,영월산악바이크,26223
강원특별자치도 영월군 영월읍 팔괴1농공단지길,,32,0,A02,A0204,A02040800,2465127,12,20161220195435,,,,128.4679371297,37.1564041201,6,20230703083731,8,,영월산업진흥원,26240
경기도 이천시 경충대로2709번길 388,(관고동),31,0,A02,A0201,A02010800,2795484,12,20211214195250,http://tong.visitkorea.or.kr/cms/resource/10/2795810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2795810_image2_1.jpg,Type3,127.4155810827,37.2814368581,6,20231103103304,26,,영월암,17379
전라북도 장수군 산서면 봉서로 182-135,,37,0,A02,A0201,A02010800,337529,12,20071218234658,http://tong.visitkorea.or.kr/cms/resource/81/1976081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1976081_image3_1.jpg,Type3,127.3855004715,35.5466376914,6,20231205171049,11,,영월암(장수),55652
강원특별자치도 영월군 영월읍 영월향교길 64,(영월읍),32,0,A02,A0201,A02010700,125783,12,20020510090000,,,,128.4750634099,37.1854592453,6,20231116104121,8,,영월향교,26228
충청남도 공주시 공산성길 59-22,(금성동),34,0,A02,A0201,A02010800,129574,12,20070702090000,http://tong.visitkorea.or.kr/cms/resource/77/216677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/216677_image3_1.jpg,Type3,127.1282324252,36.4632009477,6,20231208104109,1,,영은사(공주),32555
강원특별자치도 삼척시 근덕면 궁촌길 1162,(근덕면),32,0,A02,A0201,A02010800,125755,12,20060504090000,http://tong.visitkorea.or.kr/cms/resource/96/1433996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1433996_image3_1.jpg,Type3,129.2557211872,37.2828797335,6,20230703164413,4,,영은사(삼척),25937
충청남도 아산시 염치읍 아산온천로,(염치읍),34,0,A01,A0101,A01010400,128129,12,20040430090000,http://tong.visitkorea.or.kr/cms/resource/94/1784894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1784894_image3_1.jpg,Type3,126.9373281400,36.8450314678,6,20231207151337,9,,영인산,31440
충청남도 아산시 영인면 영인로96번길 16-6,,34,0,A02,A0201,A02010700,129677,12,20070813090000,http://tong.visitkorea.or.kr/cms/resource/55/532855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/532855_image3_1.jpg,Type3,126.9522347640,36.8583440844,6,20231208164251,9,,영인석불,31432
충청남도 아산시 영인면 영인산로 511-21,,34,0,A02,A0201,A02010700,250314,12,20071022090000,,,,126.9262953664,36.8610488715,6,20231204163813,9,,영인신현리미륵불,31431
경상북도 포항시 남구 오천읍 충무로 59,,35,0,A02,A0201,A02010700,127242,12,20040210090000,http://tong.visitkorea.or.kr/cms/resource/94/3037794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3037794_image3_1.jpg,Type3,129.4164097339,35.9764844588,6,20231113141824,23,,영일 일월지,37903
경상북도 포항시 북구 기계면 협동길 50-1,,35,0,A02,A0201,A02010400,127245,12,20040211090000,,,,129.2060476314,36.0731917388,6,20231209160805,23,,영일기천고택,37528
경상북도 포항시 북구 두호동,1003-4,35,,A02,A0203,A02030400,2998630,12,20230818121715,http://tong.visitkorea.or.kr/cms/resource/97/3033097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3033097_image3_1.jpg,Type3,129.3815491960,36.0623490854,6,20231107114652,23,,영일대 장미원,37626
경상북도 포항시 남구 행복길75번길 11,(대잠동),35,0,A02,A0202,A02020700,2738036,12,20210831224300,http://tong.visitkorea.or.kr/cms/resource/04/2738504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2738504_image2_1.jpg,Type3,129.3345658053,36.0147980115,6,20230927172507,23,,영일대 호수공원,37662
경상북도 포항시 북구 삼호로 324-10,,35,,A02,A0203,A02030400,3033138,12,20230831164859,http://tong.visitkorea.or.kr/cms/resource/23/3033123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3033123_image3_1.jpg,Type3,129.3850015951,36.0649571895,6,20231107115146,23,,영일대사진관,37612
경상북도 포항시 북구 해안로 173 해양스포츠아카데미,,35,,A02,A0205,A02050600,3000132,12,20230824135310,,,,129.3827018494,36.0631462392,6,20230829112454,23,,영일대전망대,37611
경상북도 포항시 북구 해안로 95,(두호동),35,0,A01,A0101,A01011200,127698,12,20040210090000,http://tong.visitkorea.or.kr/cms/resource/83/2563083_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2563083_image3_1.jpg,Type3,129.3778441128,36.0572634790,6,20230927143551,23,,영일대해수욕장,37708
경상북도 포항시 남구 대송면 운제로386번길 21,,35,0,A02,A0202,A02020300,126648,12,20031104090000,http://tong.visitkorea.or.kr/cms/resource/65/3042865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3042865_image3_1.jpg,Type3,129.3614568976,35.9529194075,6,20231117141230,23,,영일만온천,37858
경상북도 포항시 북구 흥해읍 영일만항로 151,,35,0,A01,A0101,A01011400,2732575,12,20210811000755,,,,129.4346709554,36.1090253765,6,20231006163456,23,,영일만항,37556
경상북도 포항시 북구 흥해읍 해안로,,35,0,A02,A0201,A02010700,231929,12,20071012090000,,,,129.3897407124,36.1384156334,6,20231211120752,23,,영일칠포리암각화군,37530
경기도 성남시 수정구 태평로 79,(태평동),31,0,A02,A0202,A02020700,2762750,12,20211026225952,http://tong.visitkorea.or.kr/cms/resource/03/2763003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2763003_image2_1.jpg,Type3,127.1350767135,37.4508760468,6,20231107145159,12,,영장공원,13283
인천광역시 서구 정서진남로 25 (청라동),,2,0,A02,A0205,A02050100,250162,12,20060731090000,,,,126.6070691587,37.5538324471,6,20231120124545,7,,영종대교,22755
인천광역시 중구 운남서로 100,(운남동),2,0,A01,A0101,A01011300,125501,12,20030729090000,,,,126.5315138256,37.4942297169,6,20230316163227,10,,영종도,22372
인천광역시 중구 구읍로 63,(중산동),2,0,A02,A0202,A02020700,2753108,12,20211006003510,http://tong.visitkorea.or.kr/cms/resource/48/2781448_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/48/2781448_image2_1.png,Type3,126.5777264136,37.4891227900,6,20230831141821,10,,영종진공원,22410
경상북도 영주시 이산면 두월로 107,,35,0,A02,A0201,A02010400,129433,12,20070223090000,http://tong.visitkorea.or.kr/cms/resource/49/2534049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2534049_image2_1.jpg,Type3,128.7000711178,36.8063625694,6,20230720144533,14,,영주 괴헌고택,36169
경상북도 영주시 순흥면 소백로2767번길 28,,35,0,A02,A0201,A02010700,127088,12,20040217090000,http://tong.visitkorea.or.kr/cms/resource/44/2534044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2534044_image2_1.jpg,Type3,128.5781590181,36.9268631244,6,20230610060618,14,,영주 금성대군 신단,36013
